v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name
Zm00001eb030850		GRMZM2G017405	LOC100272815	
Zm00001eb296650		GRMZM2G062632	LOC100272852	
Zm00001eb296650		GRMZM2G097132	LOC100272852	
Zm00001eb207780		GRMZM2G009871	LOC100272855	
Zm00001eb321030		GRMZM2G019363	LOC100272861	
Zm00001eb304060		GRMZM5G815665	LOC100272862	
Zm00001eb312060		AC234163.1_FG002	LOC100272868	
Zm00001eb432230		GRMZM5G870470	LOC100272875	
Zm00001eb432240		GRMZM5G870470	LOC100272875	
Zm00001eb229530		GRMZM2G159047	LOC100272878	
Zm00001eb315060		GRMZM2G003246	LOC100272907	
Zm00001eb397880		GRMZM2G053199	LOC100272981	
Zm00001eb298950		GRMZM2G043383	LOC100272988	
		GRMZM2G324973	LOC100273001	
Zm00001eb141270		GRMZM2G014212	LOC100273019	
Zm00001eb311730		GRMZM2G074781	LOC100273029	
Zm00001eb291890		GRMZM2G082037	LOC100273043	
Zm00001eb209220		GRMZM2G169998	LOC100273064	
Zm00001eb216900		GRMZM2G300944	LOC100273078	
Zm00001eb100200		GRMZM2G147467	LOC100273153	
Zm00001eb107810		GRMZM2G062156	LOC100273244	
Zm00001eb240450		GRMZM2G325023	LOC100273247	
Zm00001eb159000		GRMZM2G177384	LOC100273258	
Zm00001eb078680		GRMZM2G051571	LOC100273371	
Zm00001eb059910		GRMZM2G039906	LOC100273403	
Zm00001eb378370		GRMZM2G122061	LOC100273408	
Zm00001eb280200		GRMZM2G156310	LOC100273481	
Zm00001eb301040		GRMZM2G027603	LOC100273543	
Zm00001eb292140		GRMZM2G163008	LOC100273604	
Zm00001eb410970		GRMZM2G120530	LOC100273617	
Zm00001eb071060		GRMZM2G093632	LOC100273642	
Zm00001eb324480		GRMZM2G434277	LOC100273714	
Zm00001eb004730		GRMZM2G056231	LOC100273753	
Zm00001eb058600		GRMZM2G164493	LOC100273830	
Zm00001eb316340		GRMZM2G018108	LOC100273835	
Zm00001eb156780		AC207418.3_FG003	LOC100273869	
Zm00001eb294750		GRMZM2G041694	LOC100273876	
Zm00001eb143710		GRMZM2G133173	LOC100273881	
Zm00001eb293940		GRMZM2G126079	LOC100273921	
Zm00001eb431640		GRMZM2G161693	LOC100274055	
Zm00001eb431650		GRMZM2G161693	LOC100274055	
Zm00001eb370290		GRMZM2G424857	LOC100274074	
Zm00001eb372860		GRMZM2G051330	LOC100274133	
Zm00001eb138940		GRMZM2G059393	LOC100274149	
Zm00001eb032160		GRMZM2G014709	LOC100274156	
Zm00001eb007270		GRMZM2G004422	LOC100274167	
Zm00001eb225030		GRMZM5G895933	LOC100274173	
Zm00001eb340650		GRMZM2G001915	LOC100274176	
Zm00001eb433930		GRMZM2G173483	LOC100274210	
Zm00001eb281510		GRMZM2G122198	LOC100274239	
Zm00001eb288180		GRMZM2G117615	LOC100274250	
Zm00001eb056010		GRMZM2G049349	LOC100274266	
Zm00001eb271060		GRMZM2G011319	LOC100274315	
Zm00001eb337300		GRMZM2G095280	LOC100274322	
Zm00001eb077790		GRMZM2G173309	LOC100274342	
Zm00001eb256240		GRMZM5G852833	LOC100274354	
Zm00001eb048560		GRMZM2G108514	LOC100274380	
Zm00001eb178120		AC205521.3_FG003	LOC100274397	
Zm00001eb047310		GRMZM2G076597	LOC100274411	
Zm00001eb400370		GRMZM2G113653	LOC100274426	
Zm00001eb381580		GRMZM2G420988	LOC100274442	
Zm00001eb275090		GRMZM5G848603	LOC100274448	
Zm00001eb423610		GRMZM2G104603	LOC100274486	
Zm00001eb232670		GRMZM5G867030	LOC100274509	
Zm00001eb057770		GRMZM2G098892	LOC100274523	
Zm00001eb146880		GRMZM2G164141	LOC100274529	
Zm00001eb013020		AC217300.3_FG005	LOC100274533	
Zm00001eb221140		GRMZM2G120933	LOC100274553	
Zm00001eb154000		GRMZM2G122072	LOC100274555	
Zm00001eb311860		GRMZM2G031824	LOC100274556	
Zm00001eb139130		GRMZM2G073584	LOC100274607	
Zm00001eb328460		GRMZM2G060511	LOC100274625	
Zm00001eb322670		GRMZM2G148272	LOC100274659	
Zm00001eb308100		GRMZM2G071808	LOC100274682	
Zm00001eb023020		GRMZM2G079487	LOC100274725	
Zm00001eb351000		GRMZM2G134230	LOC100274754	
Zm00001eb014550		GRMZM2G084389	LOC100274762	
Zm00001eb238160		GRMZM2G165726	LOC100274799	
Zm00001eb064790		GRMZM2G099987	LOC100274821	
Zm00001eb373640		GRMZM2G033935	LOC100274827	
Zm00001eb266560		GRMZM2G035741	LOC100274856	
Zm00001eb085670		GRMZM2G330377	LOC100274860	
Zm00001eb200480		GRMZM2G325118	LOC100274918	
Zm00001eb316950		GRMZM2G536099	LOC100275001	
Zm00001eb164730		GRMZM5G843972	LOC100275073	
Zm00001eb371640		GRMZM2G154664	LOC100275233	
Zm00001eb256880		GRMZM2G478664	LOC100275420	
Zm00001eb320750		GRMZM6G435553	LOC100275421	
Zm00001eb366040		GRMZM2G068271	LOC100275452	
Zm00001eb155240		GRMZM2G008726	LOC100275503	
Zm00001eb290700		AC214817.3_FG007	LOC100275543	
Zm00001eb290700		GRMZM2G701201	LOC100275543	
Zm00001eb145500		GRMZM2G155532	LOC100275569	
Zm00001eb007930		GRMZM2G005844	LOC100275615	
Zm00001eb128340		GRMZM2G133028	LOC100275617	
Zm00001eb049170		GRMZM2G011912	LOC100275624	
Zm00001eb249550		GRMZM2G119485	LOC100275638	
Zm00001eb395410		GRMZM2G402341	LOC100275703	
Zm00001eb365990		GRMZM2G172829	LOC100275780	
Zm00001eb098620		GRMZM2G373554	LOC100275817	
Zm00001eb420300		GRMZM2G439172	LOC100275991	
Zm00001eb332970		GRMZM5G806649	LOC100276028	
Zm00001eb338960		GRMZM2G144853	LOC100276107	
Zm00001eb370800		GRMZM2G153648	LOC100276149	
Zm00001eb411080		GRMZM2G087692	LOC100276173	
Zm00001eb198210		GRMZM2G058120	LOC100276202	
Zm00001eb072780		GRMZM2G016705	LOC100276228	
Zm00001eb000170		GRMZM2G330436	LOC100276289	
Zm00001eb308530		GRMZM2G425398	LOC100276350	
Zm00001eb308530		GRMZM6G631561	LOC100276350	
Zm00001eb303950		GRMZM2G159899	LOC100276362	
Zm00001eb317130		GRMZM2G038931	LOC100276373	
Zm00001eb238650		GRMZM2G007288	LOC100276421	
Zm00001eb071730		GRMZM2G156581	LOC100276440	
Zm00001eb343360		GRMZM2G043764	LOC100276485	
Zm00001eb242450		GRMZM2G172158	LOC100276565	
Zm00001eb432120		GRMZM6G287947	LOC100276709	
Zm00001eb150700		GRMZM2G046911	LOC100276723	
Zm00001eb297540		GRMZM2G456647	LOC100276727	
Zm00001eb159970		GRMZM2G081924	LOC100276743	
Zm00001eb156700		GRMZM2G077607	LOC100276778	
Zm00001eb058330		GRMZM2G307252	LOC100276798	
Zm00001eb164650		GRMZM2G082544	LOC100276824	
Zm00001eb007750		GRMZM2G055172	LOC100276830	
Zm00001eb283770		GRMZM2G066341	LOC100276854	
Zm00001eb285390		GRMZM6G427659	LOC100277027	
Zm00001eb072050		GRMZM2G162266	LOC100277042	
Zm00001eb428100		GRMZM2G097848	LOC100277044	
Zm00001eb010730		GRMZM2G102483	LOC100277079	
Zm00001eb378330		GRMZM2G083012	LOC100277115	
Zm00001eb042250		GRMZM2G128534	LOC100277159	
Zm00001eb356260		GRMZM2G477847	LOC100277281	
Zm00001eb232580		GRMZM2G011888	LOC100277365	
Zm00001eb282450		GRMZM2G357296	LOC100277387	
Zm00001eb242410		GRMZM2G062848	LOC100277415	
Zm00001eb383320		GRMZM2G072909	LOC100277419	
Zm00001eb004090		GRMZM2G112640	LOC100277440	
Zm00001eb323150		GRMZM2G302601	LOC100277476	
Zm00001eb305770		GRMZM2G178140	LOC100277789	
		GRMZM2G103108	LOC100277842	
Zm00001eb252440		GRMZM2G180983	LOC100278165	
Zm00001eb032040		GRMZM2G023068	LOC100278182	
Zm00001eb376060		GRMZM2G077964	LOC100278185	
		GRMZM2G124385	LOC100278205	
Zm00001eb363090		GRMZM2G102314	LOC100278261	
Zm00001eb305570		GRMZM2G076542	LOC100278270	
Zm00001eb144530		GRMZM2G141600	LOC100278323	
Zm00001eb186710		GRMZM2G174537	LOC100278349	
Zm00001eb259400		GRMZM2G145482	LOC100278371	
Zm00001eb261220		GRMZM2G364982	LOC100278389	
Zm00001eb288490		GRMZM2G032865	LOC100278467	
Zm00001eb219720		GRMZM2G062470	LOC100278535	
Zm00001eb000190		GRMZM2G032104	LOC100278565	
Zm00001eb000190		GRMZM2G399700	LOC100278565	
Zm00001eb211130		GRMZM2G125784	LOC100278608	
Zm00001eb400990		GRMZM2G077711	LOC100278637	
		GRMZM2G132082	LOC100278678	
Zm00001eb378420		GRMZM2G050333	LOC100278704	
Zm00001eb306200		GRMZM2G152732	LOC100278728	
Zm00001eb287160		GRMZM2G445766	LOC100278777	
Zm00001eb369720		GRMZM2G139175	LOC100278859	
Zm00001eb311380		GRMZM2G108546	LOC100278886	
Zm00001eb132310		GRMZM2G100321	LOC100278891	
Zm00001eb400160		GRMZM2G013349	LOC100278914	
Zm00001eb113450		GRMZM2G151208	LOC100278945	
Zm00001eb374980		GRMZM2G047181	LOC100279006	
Zm00001eb144130		GRMZM2G004014	LOC100279018	
Zm00001eb314260		GRMZM2G126290	LOC100279065	
Zm00001eb191270		GRMZM2G123544	LOC100279125	
Zm00001eb203260		GRMZM2G156238	LOC100279153	
Zm00001eb339240		GRMZM2G062953	LOC100279184	
Zm00001eb360110		GRMZM2G163159	LOC100279197	
Zm00001eb334080		GRMZM2G056145	LOC100279216	
Zm00001eb034010		GRMZM2G113911	LOC100279218	
Zm00001eb357650		AC194341.4_FG004	LOC100279285	
Zm00001eb185800		GRMZM2G070343	LOC100279286	
		AC194135.3_FG008	LOC100279347	
Zm00001eb097360		GRMZM2G446872	LOC100279374	
Zm00001eb157610		GRMZM2G055585	LOC100279398	
Zm00001eb242770		GRMZM2G145958	LOC100279475	
Zm00001eb396750		GRMZM2G053908	LOC100279505	
Zm00001eb161870		GRMZM2G034985	LOC100279506	
Zm00001eb207930		GRMZM2G153899	LOC100279602	
Zm00001eb305460		GRMZM2G145063	LOC100279629	
Zm00001eb212610		GRMZM2G115612	LOC100279711	
Zm00001eb063170		GRMZM2G081105	LOC100279720	
Zm00001eb327010		GRMZM2G167463	LOC100279752	
Zm00001eb135190		GRMZM2G105991	LOC100279846	
Zm00001eb231540		GRMZM2G139689	LOC100279867	
Zm00001eb386310		GRMZM2G041831	LOC100279872	
Zm00001eb173940		GRMZM2G162079	LOC100279893	
Zm00001eb350920		GRMZM2G145752	LOC100279902	
Zm00001eb205450		GRMZM2G043056	LOC100280000	
Zm00001eb222890		GRMZM2G313649	LOC100280033	
Zm00001eb327110		GRMZM2G152179	LOC100280082	
Zm00001eb266330		GRMZM2G180519	LOC100280126	
Zm00001eb266330		GRMZM5G828024	LOC100280126	
Zm00001eb151890		AC197578.4_FG001	LOC100280148	
Zm00001eb110080		GRMZM2G119745	LOC100280205	
Zm00001eb235370		GRMZM2G052821	LOC100280217	
Zm00001eb111290		GRMZM2G009876	LOC100280219	
Zm00001eb259080		GRMZM2G364172	LOC100280259	
Zm00001eb014950		GRMZM2G329040	LOC100280294	
Zm00001eb100060		GRMZM2G100333	LOC100280298	
Zm00001eb252020		GRMZM2G046748	LOC100280306	
Zm00001eb389640		GRMZM2G103897	LOC100280309	
Zm00001eb306900		GRMZM5G868168	LOC100280328	
Zm00001eb344520		GRMZM2G001991	LOC100280347	
Zm00001eb369050		GRMZM2G068755	LOC100280369	
Zm00001eb210540		GRMZM2G384338	LOC100280485	
Zm00001eb209960		GRMZM2G015989	LOC100280498	
Zm00001eb278600		GRMZM2G120371	LOC100280504	
Zm00001eb067060		GRMZM2G175343	LOC100280519	
Zm00001eb273670		GRMZM2G016250	LOC100280556	
Zm00001eb412610		GRMZM2G038950	LOC100280573	
Zm00001eb174310		GRMZM5G878754	LOC100280575	
Zm00001eb106150		GRMZM2G125527	LOC100280597	
Zm00001eb075540		GRMZM2G003784	LOC100280605	
		GRMZM2G124051	LOC100280629	
Zm00001eb116930		GRMZM2G018197	LOC100280657	
Zm00001eb382540		GRMZM6G829104	LOC100280670	
Zm00001eb088860		GRMZM2G367367	LOC100280681	
		GRMZM2G137561	LOC100280711	
Zm00001eb184570		GRMZM2G138566	LOC100280730	
Zm00001eb334200		GRMZM2G154499	LOC100280739	
Zm00001eb038180		GRMZM2G104938	LOC100280790	
Zm00001eb336390		GRMZM2G081848	LOC100280830	
Zm00001eb412290		GRMZM2G076128	LOC100280879	
Zm00001eb022770		GRMZM2G177400	LOC100280884	
Zm00001eb379270		GRMZM2G084739	LOC100280993	
Zm00001eb043630		GRMZM2G002898	LOC100281112	
Zm00001eb237230		GRMZM2G081268	LOC100281139	
Zm00001eb033140		GRMZM2G310947	LOC100281142	
Zm00001eb244600		GRMZM2G105400	LOC100281161	
Zm00001eb077990		GRMZM2G082249	LOC100281173	
Zm00001eb147840		GRMZM2G466780	LOC100281184	
Zm00001eb396040		GRMZM2G090869	LOC100281205	
Zm00001eb146380		GRMZM2G004653	LOC100281208	
Zm00001eb100350		GRMZM2G365515	LOC100281256	
Zm00001eb144190		GRMZM2G025414	LOC100281281	
Zm00001eb118450		GRMZM6G630632	LOC100281300	
Zm00001eb397230		GRMZM2G030203	LOC100281347	
Zm00001eb109520		GRMZM2G473533	LOC100281352	
Zm00001eb288310		GRMZM2G062577	LOC100281363	
Zm00001eb070170		GRMZM2G443445	LOC100281367	
Zm00001eb148400		GRMZM2G018189	LOC100281390	
Zm00001eb033080		GRMZM2G085411	LOC100281425	
Zm00001eb297510		GRMZM6G704070	LOC100281434	
Zm00001eb158490		GRMZM2G064473	LOC100281461	
Zm00001eb388240		GRMZM2G108103	LOC100281477	
Zm00001eb341390		GRMZM2G083836	LOC100281485	
Zm00001eb324230		GRMZM2G019974	LOC100281490	
Zm00001eb031640		GRMZM2G003656	LOC100281566	
Zm00001eb355080		GRMZM2G351937	LOC100281576	
Zm00001eb278590		GRMZM2G392700	LOC100281580	
Zm00001eb424610		AC203841.3_FG009	LOC100281582	
Zm00001eb332700		GRMZM2G417125	LOC100281612	
Zm00001eb179170		GRMZM2G702490	LOC100281617	
Zm00001eb025400		GRMZM2G012306	LOC100281619	
Zm00001eb332610		GRMZM2G092793	LOC100281620	
Zm00001eb017640		GRMZM2G140915	LOC100281654	
Zm00001eb348140		GRMZM2G142919	LOC100281669	
Zm00001eb336030		GRMZM2G000489	LOC100281689	
Zm00001eb294040		GRMZM2G159404	LOC100281691	
Zm00001eb122620		GRMZM2G479038	LOC100281698	
Zm00001eb081210		GRMZM2G009125	LOC100281699	
Zm00001eb203600		GRMZM2G147026	LOC100281714	
Zm00001eb265290		GRMZM2G381086	LOC100281724	
Zm00001eb353940		GRMZM2G029027	LOC100281742	
Zm00001eb429440		GRMZM5G843302	LOC100281746	
Zm00001eb425420		GRMZM5G802115	LOC100281756	
Zm00001eb362010		GRMZM2G176301	LOC100281761	
Zm00001eb150460		GRMZM2G073376	LOC100281775	
Zm00001eb122630		GRMZM2G338465	LOC100281803	
Zm00001eb170350		GRMZM2G127598	LOC100281840	
Zm00001eb204630		GRMZM2G007795	LOC100281891	
Zm00001eb008470		GRMZM5G890241	LOC100281951	
Zm00001eb188040		GRMZM2G121075	LOC100281960	
Zm00001eb234970		GRMZM2G139650	LOC100281969	
Zm00001eb419490		GRMZM2G019246	LOC100281983	
Zm00001eb315200		GRMZM2G420786	LOC100282020	
Zm00001eb034740		GRMZM2G441888	LOC100282049	
Zm00001eb043380		GRMZM2G368041	LOC100282051	
Zm00001eb363240		GRMZM2G046558	LOC100282053	
Zm00001eb244560		GRMZM2G049675	LOC100282074	
Zm00001eb322260		GRMZM2G155911	LOC100282080	
Zm00001eb080680		GRMZM2G032721	LOC100282135	
Zm00001eb326500		GRMZM2G008468	LOC100282155	
Zm00001eb053790		GRMZM2G097164	LOC100282158	
Zm00001eb371300		GRMZM2G036409	LOC100282183	
Zm00001eb402390		GRMZM2G178960	LOC100282201	
Zm00001eb316930		GRMZM5G860241	LOC100282228	
Zm00001eb175490		GRMZM5G801241	LOC100282244	
Zm00001eb099930		GRMZM2G332838	LOC100282268	
Zm00001eb395490		GRMZM2G043983	LOC100282275	
Zm00001eb190280		GRMZM2G063276	LOC100282276	
Zm00001eb011620		GRMZM2G151576	LOC100282337	
Zm00001eb026860		GRMZM2G433184	LOC100282340	
Zm00001eb070780		GRMZM2G007256	LOC100282375	
Zm00001eb110430		GRMZM2G040209	LOC100282384	
Zm00001eb174210		GRMZM2G135568	LOC100282397	
Zm00001eb202690		GRMZM2G138881	LOC100282406	
Zm00001eb081370		GRMZM2G167262	LOC100282410	
Zm00001eb258940		GRMZM2G356938	LOC100282429	
Zm00001eb260230		GRMZM6G923769	LOC100282435	
Zm00001eb075160		GRMZM2G152194	LOC100282442	
Zm00001eb427100		GRMZM2G063827	LOC100282451	
Zm00001eb315140		GRMZM2G140909	LOC100282458	
Zm00001eb361230		GRMZM2G145019	LOC100282481	
Zm00001eb045690		GRMZM5G879665	LOC100282510	
Zm00001eb163980		GRMZM2G111533	LOC100282519	
Zm00001eb131310		GRMZM2G081012	LOC100282526	
Zm00001eb080710		GRMZM2G010238	LOC100282527	
Zm00001eb053850		GRMZM5G856436	LOC100282535	
Zm00001eb170740		GRMZM2G391000	LOC100282552	
Zm00001eb203690		GRMZM2G412899	LOC100282563	
Zm00001eb105190		GRMZM5G834303	LOC100282611	
Zm00001eb405410		GRMZM2G151977	LOC100282632	
Zm00001eb102970		GRMZM2G079109	LOC100282633	
Zm00001eb404430		GRMZM2G168355	LOC100282672	
Zm00001eb098680		GRMZM2G139903	LOC100282683	
Zm00001eb182330		GRMZM2G149138	LOC100282695	
Zm00001eb075840		GRMZM2G066820	LOC100282697	
Zm00001eb154940		AC207628.4_FG005	LOC100282730	
Zm00001eb415970		AC203985.4_FG005	LOC100282755	
Zm00001eb150320		GRMZM5G815009	LOC100282767	
Zm00001eb434320		GRMZM2G104918	LOC100282768	
Zm00001eb335850		GRMZM2G085254	LOC100282789	
Zm00001eb369780		GRMZM2G106690	LOC100282815	
Zm00001eb091780		GRMZM2G177005	LOC100282817	
Zm00001eb173790		GRMZM2G157443	LOC100282819	
Zm00001eb194060		GRMZM2G041699	LOC100282827	
Zm00001eb090540		GRMZM2G031802	LOC100282828	
Zm00001eb212200		GRMZM2G057329	LOC100282830	
Zm00001eb305490		GRMZM2G109743	LOC100282854	
Zm00001eb038190		AC218900.3_FG001	LOC100282856	
Zm00001eb364380		GRMZM2G100402	LOC100282876	
Zm00001eb239090		GRMZM2G138423	LOC100282898	
Zm00001eb293460		GRMZM2G058314	LOC100282905	
Zm00001eb042270		GRMZM2G149553	LOC100282913	
Zm00001eb247090		GRMZM2G097015	LOC100282929	
Zm00001eb373790		GRMZM2G086906	LOC100282953	
Zm00001eb049570		GRMZM2G027451	LOC100282959	
Zm00001eb308420		GRMZM2G143870	LOC100282980	
Zm00001eb427070		GRMZM2G132218	LOC100283039	
Zm00001eb433530		GRMZM2G092365	LOC100283077	
Zm00001eb360890		GRMZM2G010987	LOC100283088	
Zm00001eb286820		GRMZM2G062481	LOC100283105	
Zm00001eb015420		GRMZM2G174696	LOC100283111	
Zm00001eb122840		GRMZM2G054509	LOC100283138	
Zm00001eb359730		GRMZM2G007630	LOC100283183	
Zm00001eb359730		GRMZM2G178346	LOC100283183	
Zm00001eb295120		GRMZM2G039385	LOC100283193	
Zm00001eb118270		GRMZM2G097967	LOC100283206	
Zm00001eb011760		GRMZM2G540403	LOC100283234	
Zm00001eb419000		GRMZM2G056799	LOC100283240	
Zm00001eb247050		GRMZM2G071846	LOC100283282	
Zm00001eb050160		GRMZM2G162917	LOC100283293	
Zm00001eb024260		GRMZM2G034383	LOC100283307	
Zm00001eb259570		GRMZM2G124563	LOC100283308	
Zm00001eb107590		GRMZM2G039251	LOC100283329	
Zm00001eb414640		GRMZM2G102231	LOC100283340	
Zm00001eb043730		GRMZM2G031572	LOC100283354	
Zm00001eb056990		GRMZM2G074395	LOC100283389	
Zm00001eb254570		GRMZM5G836378	LOC100283399	
Zm00001eb223220		GRMZM2G138583	LOC100283412	
Zm00001eb223450		GRMZM2G043182	LOC100283427	
Zm00001eb373340		GRMZM2G160964	LOC100283466	
Zm00001eb409740		GRMZM2G181227	LOC100283469	
Zm00001eb227460		GRMZM2G084521	LOC100283475	
Zm00001eb007690		GRMZM2G457201	LOC100283482	
Zm00001eb034670		GRMZM2G085210	LOC100283508	
Zm00001eb151940		GRMZM2G016640	LOC100283563	
Zm00001eb151940		GRMZM2G091756	LOC100283563	
Zm00001eb082230		GRMZM2G053019	LOC100283576	
Zm00001eb054690		GRMZM2G042398	LOC100283589	
Zm00001eb182740		GRMZM2G128219	LOC100283652	
Zm00001eb404010		GRMZM2G064600	LOC100283668	
Zm00001eb041210		GRMZM2G124281	LOC100283687	
Zm00001eb244570		GRMZM2G049798	LOC100283727	
Zm00001eb352180		GRMZM2G142640	LOC100283730	
Zm00001eb339000		GRMZM2G010596	LOC100283732	
Zm00001eb124730		GRMZM2G088834	LOC100283774	
Zm00001eb100950		GRMZM2G323504	LOC100283775	
Zm00001eb410170		GRMZM2G036427	LOC100283791	
Zm00001eb137370		GRMZM2G030790	LOC100283794	
Zm00001eb209000		GRMZM2G024310	LOC100283802	
Zm00001eb279840		GRMZM2G175272	LOC100283814	
Zm00001eb358730		GRMZM2G339503	LOC100283851	
Zm00001eb180920		GRMZM2G125668	LOC100283857	
Zm00001eb210730		GRMZM2G013695	LOC100283859	
Zm00001eb279190		GRMZM2G111421	LOC100283864	
Zm00001eb304420		GRMZM2G005641	LOC100283894	
Zm00001eb427950		GRMZM2G018631	LOC100283895	
Zm00001eb255870		GRMZM2G103055	LOC100283908	
Zm00001eb374880		GRMZM2G481002	LOC100283924	
Zm00001eb140030		GRMZM2G061206	LOC100283973	
Zm00001eb393310		GRMZM2G171401	LOC100283986	
Zm00001eb178590		GRMZM2G059018	LOC100284060	
Zm00001eb403510		GRMZM2G075227	LOC100284116	
Zm00001eb103320		GRMZM2G034260	LOC100284160	
Zm00001eb316920		GRMZM2G016836	LOC100284190	
Zm00001eb180330		GRMZM2G064193	LOC100284217	
Zm00001eb107760		GRMZM2G022266	LOC100284228	
Zm00001eb236650		GRMZM2G038126	LOC100284233	
Zm00001eb146860		GRMZM2G061321	LOC100284242	
Zm00001eb417020		GRMZM5G845163	LOC100284258	
Zm00001eb085130		GRMZM5G807639	LOC100284269	
Zm00001eb122020		GRMZM2G158228	LOC100284312	
Zm00001eb086040		GRMZM2G076351	LOC100284331	
Zm00001eb086040		GRMZM2G334680	LOC100284331	
Zm00001eb115120		GRMZM2G041642	LOC100284345	
Zm00001eb026540		GRMZM2G109814	LOC100284367	
Zm00001eb054020		GRMZM2G123128	LOC100284442	
Zm00001eb051140		GRMZM2G112596	LOC100284464	
Zm00001eb403830		GRMZM2G116746	LOC100284478	
Zm00001eb403830		GRMZM2G116750	LOC100284478	
Zm00001eb404700		GRMZM2G134329	LOC100284494	
Zm00001eb225320		GRMZM2G152175	LOC100284504	
Zm00001eb201740		GRMZM2G054896	LOC100284517	
Zm00001eb223890		GRMZM2G005260	LOC100284521	
Zm00001eb065000		AC203966.5_FG003	LOC100284547	
Zm00001eb050180		GRMZM2G026135	LOC100284610	
Zm00001eb258590		GRMZM5G862817	LOC100284620	
Zm00001eb045320		GRMZM2G014676	LOC100284633	
Zm00001eb268530		GRMZM2G011655	LOC100284678	
Zm00001eb051810		GRMZM2G150688	LOC100284720	
Zm00001eb112200		GRMZM2G062019	LOC100284722	
Zm00001eb411820		GRMZM2G088487	LOC100284728	
Zm00001eb054470		GRMZM2G093849	LOC100284729	
Zm00001eb147510		GRMZM2G003682	LOC100284742	
Zm00001eb164040		GRMZM2G152781	LOC100284750	
Zm00001eb415610		GRMZM2G171236	LOC100284802	
Zm00001eb329160		GRMZM2G301932	LOC100284807	
Zm00001eb061920		GRMZM2G363545	LOC100284856	
Zm00001eb042730		AC217977.3_FG003	LOC100284859	
Zm00001eb315170		GRMZM2G133836	LOC100284865	
Zm00001eb047920		GRMZM2G005281	LOC100284867	
Zm00001eb234750		GRMZM2G417945	LOC100284943	
Zm00001eb017620		GRMZM5G822100	LOC100284951	
Zm00001eb013730		GRMZM2G032182	LOC100284957	
Zm00001eb018200		GRMZM2G301271	LOC100284962	
Zm00001eb317160		GRMZM2G080243	LOC100284966	
Zm00001eb138250		GRMZM2G083130	LOC100284975	
Zm00001eb073440		GRMZM2G003752	LOC100284989	
Zm00001eb329850		GRMZM2G009804	LOC100284992	
		GRMZM2G146331	LOC100285004	
Zm00001eb027550		GRMZM2G063824	LOC100285023	
Zm00001eb419710		GRMZM2G035282	LOC100285032	
Zm00001eb120680		GRMZM2G055434	LOC100285040	
Zm00001eb103420		GRMZM2G046313	LOC100285052	
Zm00001eb117050		GRMZM2G469469	LOC100285065	
Zm00001eb382580		GRMZM2G077844	LOC100285079	
Zm00001eb397570		GRMZM2G166767	LOC100285088	
Zm00001eb111300		GRMZM2G010136	LOC100285122	
Zm00001eb080820		GRMZM2G430362	LOC100285160	
Zm00001eb357670		AC194341.4_FG002	LOC100285174	
Zm00001eb432740		GRMZM2G067424	LOC100285180	
Zm00001eb013690		GRMZM2G007080	LOC100285234	
Zm00001eb218890		GRMZM2G417223	LOC100285239	
Zm00001eb142090		GRMZM2G428987	LOC100285262	
Zm00001eb209920		GRMZM2G167103	LOC100285317	
Zm00001eb295320		GRMZM2G149717	LOC100285412	
Zm00001eb050840		AC207347.3_FG005	LOC100285436	
Zm00001eb248250		GRMZM2G172239	LOC100285464	
Zm00001eb042520		GRMZM2G015967	LOC100285487	
Zm00001eb291420		GRMZM2G440902	LOC100285511	
Zm00001eb338180		GRMZM2G472654	LOC100285527	
Zm00001eb405560		GRMZM2G127416	LOC100285531	
Zm00001eb293070		GRMZM2G141731	LOC100285560	
Zm00001eb362140		GRMZM2G138995	LOC100285575	
Zm00001eb311260		GRMZM2G176780	LOC100285582	
Zm00001eb170440		GRMZM2G007012	LOC100285624	
Zm00001eb232100		GRMZM2G006937	LOC100285643	
Zm00001eb153240		GRMZM2G043464	LOC100285659	
Zm00001eb290970		GRMZM2G145670	LOC100285666	
Zm00001eb414000		GRMZM2G043749	LOC100285678	
Zm00001eb011750		GRMZM2G540403	LOC100285700	
Zm00001eb036710		GRMZM2G041262	LOC100285740	
Zm00001eb036710		GRMZM2G136523	LOC100285740	
Zm00001eb139960		GRMZM2G174479	LOC100285818	
Zm00001eb426900		GRMZM5G854655	LOC100285839	
Zm00001eb018270		GRMZM2G127150	LOC100285888	
Zm00001eb192690		GRMZM2G070138	LOC100285916	
Zm00001eb417930		GRMZM2G097605	LOC100285960	
Zm00001eb356450		GRMZM2G088132	LOC100285974	
Zm00001eb152390		GRMZM2G035790	LOC100286106	
Zm00001eb212590		GRMZM2G139805	LOC100286114	
Zm00001eb250660		GRMZM2G702159	LOC100286144	
Zm00001eb250660		GRMZM5G862936	LOC100286144	
Zm00001eb430840		GRMZM2G108125	LOC100286148	
Zm00001eb049150		GRMZM2G011559	LOC100286167	
Zm00001eb343000		GRMZM2G022101	LOC100286169	
Zm00001eb197700		GRMZM2G123355	LOC100286174	
Zm00001eb179030		GRMZM2G542847	LOC100286195	
Zm00001eb124560		AC233872.1_FG003	LOC100286211	
Zm00001eb420080		AC204711.3_FG003	LOC100286331	
Zm00001eb102400		GRMZM5G817037	LOC100286342	
		GRMZM2G069290	LOC100303785	
Zm00001eb278180		GRMZM2G161244	LOC100303801	
